Desert,Mountain,Water,Land,Forest,Snow,Average_Temperature,Is_Raining,Had_A_Good_Sleep,Winner,Winner_Time,Second,Second_Time,Third,Third_Time
2954,20,4417,3115,73,9120,19,Yes,Yes,dog,152,rabbit,163,monkey,163
5145,2653,4061,2795,5518,2338,35,Yes,No,ox,145,pig,149,rabbit,162
9465,8840,3101,4019,9463,2393,14,Yes,Yes,horse,290,monkey,295,goat,305
1179,2917,6991,7821,8031,2048,19,Yes,No,pig,214,tiger,222,snake,226
8091,8922,2827,6354,9332,510,19,Yes,No,snake,262,horse,265,tiger,273
5961,8642,8419,6160,6505,3342,19,Yes,Yes,rat,297,tiger,304,snake,308
8246,8618,9998,6092,5541,3990,27,Yes,No,rat,317,tiger,331,dragon,334
6520,2244,1063,8575,2882,3712,26,Yes,Yes,horse,177,dog,179,snake,190
2805,4393,8446,3226,4760,826,10,Yes,Yes,dragon,184,monkey,208,pig,211
6842,9015,4709,4662,2666,6870,10,Yes,Yes,horse,275,goat,278,monkey,278
8386,8889,2660,3268,224,7497,34,Yes,No,rat,234,horse,241,dog,244
9201,2616,9631,8833,2423,6839,18,Yes,Yes,rat,298,dog,305,snake,323
509,4113,5580,1550,6546,4400,11,Yes,No,monkey,169,goat,176,dragon,181
7586,7527,3709,2303,42,7842,10,Yes,Yes,monkey,234,dragon,237,horse,239
2485,4239,4436,1111,676,5238,28,Yes,Yes,dragon,142,rat,144,monkey,144
5765,3918,3652,1480,19,7351,13,Yes,Yes,monkey,180,dragon,187,goat,192
3486,4462,8696,75,7542,4927,12,Yes,No,monkey,225,dragon,229,goat,254
4847,9888,7400,4088,3306,7807,16,Yes,No,rat,290,dragon,290,monkey,292
4401,2817,2506,4162,1306,4982,39,Yes,Yes,rabbit,120,ox,125,pig,143
1441,1089,9884,9486,3804,5550,22,Yes,No,pig,240,rat,243,dog,251
9603,9934,7980,1065,4540,557,21,Yes,Yes,rat,246,dragon,250,tiger,251
59,7153,4191,7399,9487,7119,25,Yes,Yes,goat,243,rooster,245,monkey,260
2187,5725,6021,3241,7849,2217,40,Yes,No,pig,173,ox,180,tiger,201
1472,5931,1097,7840,1625,1610,10,Yes,Yes,horse,118,rooster,138,goat,139
5298,7809,5839,9485,3386,5686,32,Yes,No,horse,281,rat,283,snake,298
2317,112,6059,1295,7987,4524,22,Yes,No,tiger,160,snake,172,monkey,173
6075,8659,7598,2610,2094,3913,29,Yes,No,rat,229,dragon,231,tiger,248
246,6980,2880,7250,9440,4598,10,Yes,No,goat,212,rooster,214,horse,226
6892,977,1003,285,3126,8690,34,Yes,No,dog,150,monkey,161,snake,163
4275,9087,7356,2117,3263,279,21,Yes,No,dragon,184,rat,191,tiger,200
1431,6642,7247,9508,8744,6389,19,Yes,No,rooster,301,goat,306,horse,312
5194,4864,4452,5672,3377,7676,16,Yes,No,dog,243,rat,247,snake,248
6149,2042,7825,3473,131,7006,37,Yes,No,rabbit,176,pig,190,ox,203
1985,1759,2862,9484,9532,1921,34,Yes,Yes,pig,193,horse,199,snake,201
9550,7190,7960,7684,622,9209,20,Yes,Yes,rat,318,dog,332,snake,346
5251,6778,5776,1788,6767,2840,25,Yes,No,tiger,218,snake,225,monkey,229
2402,4173,8909,8643,6529,6764,18,Yes,Yes,rat,297,dog,301,tiger,302
151,7889,344,8743,9214,3349,18,Yes,Yes,goat,184,rooster,187,horse,189
4684,9901,2204,2880,9268,1317,37,Yes,Yes,ox,174,pig,209,snake,220
9977,5259,3409,2593,6950,5035,35,Yes,No,ox,206,rabbit,231,pig,242
7984,6007,8717,4985,9443,5553,38,Yes,No,pig,282,ox,283,rabbit,302
6883,8361,9931,1461,5903,6297,34,Yes,No,tiger,298,dragon,299,rat,302
5578,7803,3985,52,3791,7857,13,Yes,No,monkey,216,goat,225,dragon,234
2027,4567,4974,3885,4004,5199,15,Yes,Yes,monkey,194,goat,195,dragon,201
1334,3483,9748,2496,3192,8386,35,Yes,Yes,rabbit,194,pig,196,dragon,222
7080,3235,1911,4733,7328,8058,14,Yes,Yes,monkey,252,goat,258,horse,260
239,3920,2918,6121,4982,5452,38,Yes,No,ox,133,rabbit,133,pig,144
9919,6778,9403,3671,2687,5384,31,Yes,Yes,rat,282,dragon,300,tiger,303
5442,2672,2433,9039,7647,9075,26,Yes,No,dog,266,snake,274,horse,278
6260,7056,5295,9682,483,4599,10,Yes,Yes,horse,245,dragon,274,goat,282
6155,7856,6265,6143,7139,1746,38,Yes,Yes,ox,222,pig,227,rabbit,254
4215,2896,358,5112,5758,9636,25,Yes,No,goat,201,dog,204,monkey,209
1287,6914,4682,8081,7624,7160,11,Yes,Yes,goat,257,rooster,262,horse,269
8598,995,1585,3938,5092,6392,33,Yes,No,dog,187,snake,200,monkey,217
3186,740,1183,1688,8481,4321,23,Yes,Yes,snake,139,monkey,142,dog,143
4244,5153,4254,7622,8950,6007,37,Yes,No,ox,206,rabbit,226,pig,226
2331,3308,1343,7996,1250,7578,39,Yes,No,rabbit,108,ox,124,pig,154
3536,4367,2831,2213,4837,9810,29,Yes,No,goat,203,monkey,203,dog,215
8372,2296,1779,8363,3369,4663,19,Yes,No,dog,206,horse,216,snake,219
5230,5958,8645,5207,4697,3183,28,Yes,Yes,rat,247,tiger,257,dragon,259
2237,8662,8588,871,262,6897,15,Yes,Yes,dragon,191,monkey,216,goat,223
1881,2160,5151,211,7045,9174,38,Yes,No,rabbit,166,ox,180,pig,183
1893,3727,1164,8647,9927,4268,32,Yes,No,horse,208,goat,210,rooster,211
181,6559,4640,79,9349,434,13,Yes,Yes,monkey,149,goat,155,dragon,159
950,1890,3093,522,7277,1216,33,Yes,No,tiger,101,snake,110,monkey,110
5058,4716,8548,6173,853,3479,32,Yes,No,rat,209,dragon,224,tiger,238
4506,5571,5763,3879,9820,6906,26,Yes,Yes,snake,277,monkey,277,tiger,280
6609,305,8813,6055,8909,4871,34,Yes,Yes,tiger,270,dog,272,snake,278
401,3279,1571,870,3361,4326,22,Yes,No,goat,93,monkey,97,rooster,104
2840,2058,9754,8849,5280,4537,35,Yes,No,pig,189,rabbit,219,ox,223
5174,7660,5118,6484,6109,1507,13,Yes,No,horse,244,dragon,260,monkey,262
929,7204,7631,1836,9889,6099,33,Yes,No,tiger,247,monkey,247,goat,254
6862,273,3284,1043,6576,6440,13,Yes,No,monkey,192,goat,221,dog,223
8914,1203,2264,145,3863,6701,27,Yes,No,dog,166,snake,177,monkey,186
9710,3044,6396,5639,7563,9893,14,Yes,Yes,monkey,343,horse,364,goat,370
3970,4897,9242,4098,7080,6046,22,Yes,No,tiger,272,rat,282,snake,283
9921,4059,1815,6047,587,8777,39,Yes,Yes,rabbit,172,ox,183,dog,228
4148,9259,8236,7065,4514,2796,38,Yes,Yes,pig,233,ox,239,rabbit,253
5885,8770,7287,1372,7287,2319,35,Yes,Yes,ox,233,pig,233,tiger,243
6999,5976,1279,5185,2292,1108,28,Yes,Yes,horse,162,rat,166,snake,172
2025,2809,4840,8851,7084,869,28,Yes,Yes,pig,191,horse,198,snake,203
1784,7943,1569,8844,633,8113,14,Yes,No,horse,193,goat,193,rooster,205
2753,7151,7188,5444,8745,9188,31,Yes,No,monkey,307,goat,308,snake,316
6962,6915,5001,5512,770,741,12,Yes,Yes,horse,199,dragon,203,rat,225
1979,6984,6687,1921,9941,8472,38,Yes,No,ox,241,rabbit,246,pig,247
7477,6926,7692,9561,5566,5965,12,Yes,Yes,horse,341,dragon,361,monkey,361
9799,3288,4445,3464,9835,5198,13,Yes,Yes,monkey,288,horse,309,goat,318
5540,5464,3438,5327,3211,4571,34,Yes,Yes,rat,212,horse,214,dog,215
270,1509,4011,6764,2840,9727,24,Yes,No,rooster,184,goat,187,rabbit,193
6364,5587,5130,8596,3136,4685,32,Yes,Yes,rat,253,horse,256,dog,261
5051,6639,5442,7359,8963,9492,24,Yes,Yes,goat,330,snake,331,monkey,331
6898,3114,4744,1192,1459,4020,29,Yes,Yes,rat,163,dog,169,tiger,174
6976,6800,7647,1290,7340,1760,25,Yes,No,tiger,230,rat,245,snake,246
9638,5898,5317,6973,8984,7023,33,Yes,Yes,snake,332,dog,333,tiger,348
212,45,587,9773,1793,7336,10,Yes,No,rabbit,107,rooster,129,horse,131
802,138,8761,6089,3477,706,10,Yes,No,pig,136,dragon,158,rooster,176
8936,8092,4380,802,8109,1661,27,Yes,No,tiger,234,snake,238,rat,249
1226,9031,7409,3563,7286,2986,27,Yes,No,tiger,236,dragon,236,goat,240
8828,5534,7631,8338,3259,1189,26,Yes,Yes,rat,248,dog,274,snake,278
6893,4900,9778,1257,9350,496,31,Yes,No,tiger,227,rat,253,snake,253
8024,425,8307,6864,8938,317,12,Yes,Yes,pig,260,horse,287,dragon,289
1156,5134,6467,5733,6779,7578,18,Yes,No,goat,251,monkey,253,rooster,255
8598,5531,361,1773,7923,4301,35,Yes,Yes,ox,159,rabbit,194,snake,204
4639,7382,2567,3525,5700,5283,38,Yes,No,ox,175,rabbit,190,pig,208
1647,8304,2715,4562,3779,6556,35,Yes,No,ox,164,rabbit,166,goat,187
3941,1722,6508,4173,1879,5005,17,Yes,No,rat,181,dog,186,tiger,193
9366,5476,9364,1678,5573,102,28,Yes,Yes,tiger,229,rat,233,dragon,244
423,4946,6355,5808,2741,7353,19,Yes,No,goat,211,rooster,212,rat,220
5284,7782,3752,9330,1781,5312,28,Yes,Yes,horse,238,rat,249,goat,261
6099,2698,4510,9617,7063,6239,14,Yes,No,horse,282,monkey,300,goat,303
9710,2127,4627,8034,1796,1952,15,Yes,No,horse,225,pig,251,dragon,252
7554,1725,9147,8300,4503,6437,36,Yes,Yes,pig,237,rabbit,244,ox,252
4918,1696,1733,7521,5895,8501,11,Yes,No,horse,233,goat,236,monkey,241
5506,8286,9290,6315,2645,8885,31,Yes,No,rat,314,dragon,325,monkey,334
466,1762,6197,5707,4043,8144,12,Yes,No,rooster,205,monkey,209,goat,210
6973,5031,6792,1000,4657,8709,25,Yes,No,monkey,260,snake,264,tiger,265
4584,9776,1421,521,601,1997,14,Yes,No,dragon,136,horse,137,goat,137
9984,5252,4558,2518,6899,8352,19,Yes,No,dog,285,snake,288,monkey,296
2513,7791,9474,4003,5483,1895,25,Yes,Yes,dragon,228,rat,234,tiger,236
5885,1482,9669,7115,7306,2720,28,Yes,Yes,tiger,262,rat,265,dog,268
673,9561,9593,1132,1343,924,14,Yes,Yes,dragon,139,monkey,189,goat,195
5807,707,3986,5162,6387,1374,38,Yes,No,ox,139,pig,139,rabbit,161
3079,8259,7479,9228,2797,3207,17,Yes,No,rat,250,horse,257,dragon,265
2508,1011,5145,2506,1324,725,26,Yes,Yes,rat,98,tiger,106,dragon,106
700,8197,6028,710,8964,6796,39,Yes,No,ox,216,monkey,221,pig,221
6956,4013,8689,1363,3626,3671,22,Yes,No,rat,216,tiger,217,dragon,223
1461,2013,9256,7237,2277,619,40,Yes,No,pig,119,rabbit,164,rat,165
8678,4891,3399,1929,7639,9314,29,Yes,No,snake,270,dog,270,monkey,272
9583,7319,7167,9937,8674,3414,26,Yes,Yes,rat,350,snake,353,dog,357
1225,4719,4891,7810,8468,994,36,Yes,No,pig,151,ox,160,rabbit,188
3034,9580,7183,5001,968,3958,31,Yes,Yes,dragon,216,rat,217,horse,234
1592,4280,82,5579,1246,1933,17,Yes,No,horse,90,goat,103,rooster,107
565,8969,617,8525,1349,2961,37,Yes,No,ox,112,rabbit,124,horse,133
3132,5774,3093,7003,5264,6309,25,Yes,Yes,goat,228,horse,229,snake,236
7288,6136,2325,3446,2020,1444,33,Yes,No,rat,165,horse,174,snake,177
8245,1237,7617,6962,4102,4855,21,Yes,Yes,dog,251,rat,253,snake,264
637,9970,7554,3499,2038,8026,24,Yes,Yes,dragon,232,goat,232,monkey,241
1978,138,7762,4306,1709,2220,33,Yes,Yes,rat,137,pig,143,dragon,145
4870,5917,1782,7518,8262,752,11,Yes,Yes,horse,204,goat,228,monkey,234
3690,6045,5944,7054,8491,9970,15,Yes,No,goat,314,monkey,315,horse,332
2172,1070,7741,5081,2579,8113,33,Yes,No,dog,213,rat,217,monkey,222
218,194,226,5709,3807,8548,18,Yes,No,rabbit,116,goat,122,rooster,128
3687,3817,7837,709,7084,230,32,Yes,No,tiger,161,dragon,179,rat,183
3529,1525,1789,5994,4237,81,10,Yes,Yes,horse,125,pig,132,ox,138
2653,4498,9416,5606,8936,1694,33,Yes,No,tiger,240,rat,256,snake,258
4957,4602,6345,251,9974,2613,11,Yes,No,monkey,221,dragon,236,goat,248
8356,9007,6664,8819,9769,1769,19,Yes,No,snake,335,rat,337,tiger,341
1804,594,6280,4067,7603,3514,29,Yes,Yes,tiger,178,snake,186,dog,189
367,7268,5772,5691,1394,5348,21,Yes,No,goat,192,rooster,194,dragon,195
4699,7717,4616,8732,4938,8853,35,Yes,Yes,rabbit,231,ox,233,pig,264
9916,2536,4544,3304,8605,1645,10,Yes,Yes,monkey,257,horse,264,dragon,274
4751,4774,2911,1695,424,3036,40,Yes,No,ox,122,rabbit,124,rat,132
4676,2811,1656,1878,6475,8230,20,Yes,No,monkey,189,snake,193,dog,193
7564,3439,6796,256,7812,5839,19,Yes,Yes,tiger,237,snake,245,dog,248
1955,7980,712,6076,6958,4791,32,Yes,No,goat,187,horse,195,rooster,202
7007,556,4970,7958,8193,756,13,Yes,No,pig,228,horse,238,monkey,259
1335,4650,8335,5884,8003,291,32,Yes,Yes,tiger,208,rat,220,pig,221
6079,6588,9377,9026,288,3077,28,Yes,No,rat,243,dragon,266,horse,278
965,5014,5173,9773,7969,4772,26,Yes,Yes,rooster,246,horse,251,goat,254
4058,7712,7089,991,2081,8518,40,Yes,Yes,rabbit,209,ox,230,dragon,233
7434,5775,7824,4369,2763,9875,27,Yes,No,rat,299,dog,302,snake,311
9277,1689,9079,1073,1651,5380,16,Yes,No,rat,214,dog,222,tiger,224
2398,8013,9390,962,8672,6753,11,Yes,No,monkey,271,dragon,277,goat,288
447,1203,9875,3297,503,6137,37,Yes,Yes,pig,137,rabbit,146,dragon,163
1360,1508,6896,5210,5201,2493,18,Yes,No,tiger,175,pig,176,rat,180
792,2322,5639,7210,7319,9508,11,Yes,Yes,rooster,246,goat,249,monkey,253
8977,5779,6477,4016,2753,5940,15,Yes,No,dragon,281,monkey,285,horse,290
325,7778,7529,777,8501,4212,15,Yes,No,monkey,213,dragon,218,goat,219
2715,5775,6355,49,5430,6107,10,Yes,Yes,monkey,198,dragon,207,goat,212
8423,3805,595,2422,5666,2302,31,Yes,Yes,snake,168,dog,170,tiger,181
4130,5680,9498,4799,5120,674,13,Yes,Yes,dragon,226,monkey,256,pig,259
8241,1944,4877,2861,1966,8512,13,Yes,No,monkey,237,dragon,253,horse,255
2542,1608,8122,8554,4047,1380,19,Yes,Yes,pig,192,rat,196,tiger,210
4069,818,9110,193,4580,199,12,Yes,No,dragon,142,tiger,161,pig,168
4849,4836,531,5901,7531,4767,26,Yes,No,snake,207,horse,207,goat,210
6977,8987,6727,4522,5934,2640,12,Yes,No,dragon,282,horse,290,monkey,292
3891,3510,7896,2137,7791,100,26,Yes,Yes,tiger,176,snake,196,rat,197
651,2367,1945,7270,9721,4361,26,Yes,Yes,rooster,183,goat,189,snake,192
7895,9323,5288,2985,8081,6503,10,Yes,Yes,monkey,308,goat,320,horse,328
5227,3352,9248,333,6505,6579,23,Yes,No,tiger,234,monkey,249,snake,252
1853,4519,6242,4191,8835,5619,12,Yes,No,monkey,239,goat,246,rooster,251
5829,8016,6709,2699,1196,6626,17,Yes,No,rat,235,dragon,240,monkey,252
7650,4620,1400,6284,4821,949,36,Yes,Yes,ox,136,pig,168,rabbit,169
8150,1311,8862,5705,5518,1659,18,Yes,No,rat,236,tiger,240,dog,242
7267,8837,7552,8579,6399,2161,29,Yes,Yes,rat,303,snake,317,horse,317
3705,4915,727,1007,3194,1010,14,Yes,Yes,horse,110,monkey,113,goat,114
1235,8367,7538,7899,6108,296,30,Yes,No,rat,234,dragon,237,horse,237
2527,2736,3779,7000,7231,138,15,Yes,Yes,pig,173,horse,176,rooster,189
6560,5623,8818,1619,6390,3107,20,Yes,Yes,tiger,238,rat,248,dragon,253
9447,8922,806,873,8454,9805,17,Yes,No,monkey,277,snake,282,goat,285
4502,4961,883,7804,4614,978,39,Yes,No,ox,117,pig,142,rabbit,145
9275,6095,4725,4980,1877,3127,13,Yes,Yes,horse,242,dragon,249,monkey,261
7515,2838,3140,2658,8371,9626,13,Yes,No,monkey,260,goat,279,horse,294
9041,6094,3760,7699,7479,3681,12,Yes,No,horse,289,monkey,311,goat,320
3119,6152,8571,7982,9368,572,12,Yes,Yes,pig,282,dragon,286,horse,288
2226,9810,3917,6302,4606,7553,30,Yes,Yes,goat,238,horse,254,rooster,259
5493,1565,5649,1320,4590,9684,40,Yes,Yes,rabbit,180,ox,200,pig,209
8484,9008,7633,7916,4651,6216,34,Yes,Yes,rat,332,snake,347,horse,350
4235,608,1512,9131,9133,1847,17,Yes,No,dog,189,snake,190,horse,191
7857,4455,3434,601,1624,7825,15,Yes,No,monkey,206,dragon,223,goat,224
2155,5446,8679,93,1128,416,34,Yes,Yes,dragon,112,rat,128,tiger,132
2534,2488,3018,4417,1725,9036,34,Yes,No,goat,178,dog,179,monkey,183
2047,4975,4198,8933,1486,8564,10,Yes,Yes,horse,225,goat,226,rooster,232
9082,8290,6935,2139,4882,8504,37,Yes,No,ox,276,rabbit,276,pig,302
9378,12,2069,3125,1137,264,40,Yes,Yes,ox,100,dog,110,rat,114
92,1765,4676,254,717,4500,26,Yes,Yes,dragon,90,monkey,95,rat,100
995,4146,7262,7884,7426,7236,12,Yes,Yes,rooster,267,goat,273,monkey,275
1152,4481,4217,8988,1269,5015,26,Yes,No,horse,181,rooster,187,rat,191
5677,7573,8649,3753,3531,2172,19,Yes,No,rat,231,dragon,235,tiger,243
2003,5201,6961,6851,2460,4043,26,Yes,Yes,rat,208,dragon,218,horse,221
9465,446,2638,9741,475,6180,11,Yes,No,horse,223,rabbit,239,ox,252
6973,6473,7534,1042,5219,3547,36,Yes,Yes,pig,223,ox,228,tiger,233
2580,8554,962,7790,7167,5236,11,Yes,Yes,goat,216,horse,219,rooster,232
532,3532,73,2523,5288,7998,18,Yes,No,goat,120,monkey,136,rooster,139
3344,4628,730,4629,9194,3487,23,Yes,Yes,snake,186,goat,188,horse,191
2215,1944,155,5945,8380,1702,24,Yes,Yes,ox,141,snake,141,horse,143
189,5403,432,7596,5896,8419,12,Yes,Yes,goat,174,rooster,182,horse,191
8973,9548,6478,9762,2167,9760,29,Yes,No,rat,354,horse,360,dog,366
3565,8849,3302,9967,3025,7289,10,Yes,No,horse,251,goat,260,rooster,277
4561,2561,787,4640,3947,3474,21,Yes,No,dog,146,snake,148,horse,149
4860,945,4389,3177,5764,3136,37,Yes,Yes,pig,143,ox,144,rabbit,154
9832,6244,2623,1525,3563,3352,12,Yes,No,monkey,223,horse,224,dragon,231
2651,7276,8603,2144,6023,5445,26,Yes,No,dragon,246,tiger,247,monkey,251
668,3171,7579,3149,3109,4497,32,Yes,Yes,dragon,170,rat,176,tiger,176
8632,2855,9917,2835,4489,7741,30,Yes,Yes,rat,287,dog,288,tiger,290
4436,2272,4600,1554,6319,5706,12,Yes,Yes,monkey,194,goat,212,dragon,218
4998,5125,542,961,3858,3248,30,Yes,No,snake,140,monkey,142,horse,146
4225,9667,9602,5791,8266,8673,19,Yes,No,monkey,360,tiger,364,goat,364
5790,3598,7186,2542,3739,9209,30,Yes,No,dog,253,monkey,256,rat,259
5087,1626,8911,213,726,7923,15,Yes,Yes,dragon,196,monkey,207,goat,240
9571,7606,9258,8316,5120,3320,10,Yes,No,dragon,352,horse,354,monkey,372
707,917,5879,7622,1407,8841,17,Yes,No,rooster,199,dog,200,rabbit,204
6492,7067,744,554,2117,2272,24,Yes,Yes,rat,146,snake,146,horse,148
7835,3423,4796,7765,2155,9659,39,Yes,Yes,rabbit,201,ox,218,pig,246
8464,400,12,461,5658,9148,30,Yes,No,dog,166,snake,179,monkey,182
8868,1855,8481,474,7360,1568,23,Yes,No,tiger,201,snake,223,rat,224
7814,433,4727,1308,7798,2918,31,Yes,No,tiger,182,dog,185,snake,188
1039,2386,7893,3022,9809,7295,20,Yes,Yes,tiger,236,monkey,237,snake,246
2326,8813,3474,1927,8857,7905,32,Yes,Yes,goat,228,monkey,235,snake,251
228,9298,1145,2741,112,371,25,Yes,Yes,goat,79,horse,81,dragon,90
2853,3145,5524,5068,7554,3525,28,Yes,No,tiger,211,snake,213,dog,219
7481,3404,8667,187,5056,8892,39,Yes,No,rabbit,241,pig,252,ox,257
302,2535,3716,2161,7841,7405,26,Yes,No,monkey,171,goat,172,rooster,181
6873,5426,531,6861,5029,8351,20,Yes,Yes,horse,242,dog,244,snake,249
6924,3835,5356,2381,5209,3831,13,Yes,Yes,monkey,226,dragon,233,horse,242
1251,2613,7127,7889,2226,8307,33,Yes,No,rooster,234,rat,235,dog,236
1432,2438,2083,2709,314,5906,13,Yes,Yes,goat,113,monkey,117,rabbit,123
4753,629,2204,2429,8600,6303,34,Yes,No,snake,182,dog,183,monkey,189
3609,2135,8056,3217,3454,7660,10,Yes,No,monkey,232,dragon,234,goat,250
5123,9567,5080,7235,3253,6804,12,Yes,No,horse,279,goat,285,monkey,297
3789,5754,6689,3948,7743,7956,25,Yes,Yes,monkey,274,tiger,282,snake,282
4365,3904,2427,4248,4074,3915,23,Yes,Yes,snake,177,dog,178,horse,179
2704,6902,3168,7861,8380,9284,14,Yes,No,goat,271,horse,287,monkey,288
6370,9988,929,1809,6807,2006,13,Yes,Yes,horse,205,goat,206,monkey,209
7937,5468,3377,2496,1814,7078,35,Yes,Yes,rabbit,182,ox,187,dog,217
1552,4654,9182,4751,4980,4632,32,Yes,No,dragon,231,tiger,233,rat,234
1748,2883,9158,4248,1553,6869,22,Yes,No,dragon,207,rat,208,tiger,220
8913,6424,2946,3749,6502,4924,33,Yes,Yes,snake,252,dog,256,rat,264
3995,7925,9352,9610,2571,3551,16,Yes,Yes,rat,270,dragon,286,horse,292
1420,1901,9380,3626,639,3298,25,Yes,Yes,dragon,149,rat,151,tiger,165
484,7171,1693,7085,5871,8580,27,Yes,No,goat,197,rooster,211,horse,218
1132,7671,7120,6232,136,3196,14,Yes,No,dragon,184,horse,199,rooster,202
6530,8877,9353,8481,1121,6495,39,Yes,Yes,rabbit,268,pig,277,ox,278
8971,7908,123,5918,6603,1102,34,Yes,Yes,horse,213,snake,221,dog,231
9243,5507,2296,3237,8825,2217,37,Yes,Yes,ox,180,pig,218,rabbit,225
4135,7499,9635,3671,3022,7754,37,Yes,No,rabbit,247,pig,252,ox,264
3949,9770,6000,6747,8118,8362,26,Yes,No,goat,319,monkey,328,snake,333
9520,8708,9912,6202,6783,5127,31,Yes,Yes,rat,352,tiger,363,snake,364
5790,2721,5212,9109,6390,2094,13,Yes,Yes,horse,243,pig,252,monkey,272
6960,7660,35,824,2427,5238,36,Yes,No,ox,139,rabbit,152,monkey,174
9387,5225,6840,442,1856,6863,28,Yes,Yes,rat,235,dog,245,tiger,248
5337,6139,4142,133,7826,8860,16,Yes,No,monkey,237,snake,249,goat,250
2190,9898,5765,7574,374,6723,28,Yes,No,horse,240,goat,241,rat,243
3444,5251,7457,4767,8030,9437,33,Yes,Yes,monkey,295,snake,302,goat,304
243,5273,9298,7443,9183,3639,23,Yes,Yes,tiger,265,rooster,269,snake,277
8681,4155,5518,5486,4561,486,12,Yes,Yes,horse,236,dragon,242,monkey,254
548,6810,3228,620,1421,9599,34,Yes,No,goat,144,monkey,155,rooster,170
6883,9230,4902,3496,602,6151,11,Yes,Yes,dragon,245,horse,249,monkey,253
4748,493,6242,7493,1300,8048,17,Yes,Yes,dog,214,rat,222,snake,235
1822,7317,9727,4621,9059,4784,17,Yes,Yes,tiger,280,dragon,291,monkey,293
1285,3380,5087,3497,1923,2832,38,Yes,Yes,pig,116,rabbit,124,ox,130
4177,8427,3647,2726,1987,9017,25,Yes,No,goat,220,monkey,226,horse,239
1601,9652,6782,4385,8016,9307,25,Yes,Yes,goat,286,monkey,293,rooster,305
2799,9523,3441,5912,7849,9520,13,Yes,Yes,goat,267,monkey,286,horse,295
7495,8309,2189,7697,6333,5567,18,Yes,No,horse,274,snake,283,dog,289
7177,4741,6807,994,6699,6251,37,Yes,No,ox,232,pig,237,rabbit,238
720,1763,877,8327,5127,1446,16,Yes,No,horse,117,ox,122,rooster,123
1064,5570,4059,5040,6788,3636,21,Yes,No,goat,194,rooster,196,snake,200
1780,1943,5493,774,1191,4436,34,Yes,Yes,dragon,121,rat,125,tiger,127
5260,8434,2455,9790,6685,720,21,Yes,Yes,horse,224,snake,248,rat,251
4890,1073,1818,3567,312,8171,35,Yes,Yes,rabbit,100,ox,123,dog,145
3316,1731,284,7167,5959,94,22,Yes,No,ox,123,horse,123,snake,132
2487,3490,2554,5115,5520,3254,28,Yes,Yes,snake,170,horse,171,goat,174
2880,4610,4264,3580,7688,3227,18,Yes,Yes,tiger,198,snake,198,monkey,202
423,1256,99,6570,1765,9443,27,Yes,Yes,rabbit,112,goat,126,rooster,133
8401,5197,9068,4478,8638,6128,25,Yes,No,tiger,322,snake,327,dog,329
8773,8015,929,5136,7154,1292,20,Yes,No,snake,226,horse,226,rat,240
9706,2233,2496,3638,2066,4757,38,Yes,No,ox,154,rabbit,159,dog,180
4331,4050,83,4701,2248,2289,28,Yes,Yes,horse,121,snake,134,dog,134
1458,2953,5855,8535,1013,7387,25,Yes,No,rat,212,rooster,214,horse,216
4962,3572,4814,2540,3760,3896,29,Yes,No,rat,185,tiger,186,snake,187
6037,9382,9356,8306,8156,8056,36,Yes,Yes,ox,317,pig,323,rabbit,326
7443,3402,7136,3459,6456,3470,11,Yes,Yes,monkey,263,dragon,264,horse,279
3782,2608,4904,3567,7728,8593,19,Yes,Yes,monkey,238,snake,242,dog,242
1490,6461,6722,8834,4575,2998,35,Yes,No,pig,181,ox,194,rabbit,201
3465,5983,9516,4579,3126,2149,25,Yes,Yes,rat,213,dragon,213,tiger,224
2836,8248,5461,3036,3682,5266,31,Yes,No,goat,217,dragon,220,monkey,220
7663,5147,8911,5061,2450,7973,12,Yes,No,dragon,304,monkey,313,horse,326
6910,4671,1501,1726,467,5821,17,Yes,Yes,dog,162,rat,166,snake,168
4731,2140,412,9270,646,8050,25,Yes,No,rabbit,174,horse,177,dog,180
4083,2516,7631,8271,2514,3533,40,Yes,Yes,pig,168,rabbit,182,ox,190
6621,6373,8527,5248,2347,7991,29,Yes,No,rat,284,dragon,299,dog,299
5981,7830,5421,7481,2066,244,24,Yes,No,rat,204,horse,216,dragon,227
434,6014,7636,3537,600,5481,29,Yes,Yes,dragon,172,rat,180,goat,191
744,1197,4836,5929,9654,4358,20,Yes,No,tiger,202,snake,202,rooster,204
4382,8282,5592,6355,4726,7519,20,Yes,No,goat,284,horse,289,monkey,289
2210,4810,1058,5204,9707,7105,29,Yes,No,goat,205,monkey,218,snake,219
5371,8928,5974,3760,854,7410,25,Yes,No,rat,246,dragon,251,monkey,258
9802,2964,6811,3398,9044,940,20,Yes,Yes,tiger,239,snake,249,dog,252
2108,7502,5728,7256,9081,6269,28,Yes,Yes,goat,281,rooster,290,monkey,291
1624,3507,8991,9184,6681,5587,32,Yes,Yes,rat,280,rooster,283,pig,283
7654,3344,6077,3665,2471,9205,33,Yes,Yes,dog,250,rat,259,snake,262
6253,1221,2887,393,5061,5791,34,Yes,Yes,dog,161,snake,166,tiger,169
4463,3172,1313,7120,5363,1635,25,Yes,No,horse,163,snake,170,dog,172
2593,4325,1612,4282,2159,243,24,Yes,No,horse,105,rat,112,snake,118
5791,9711,6234,9765,5045,5833,22,Yes,Yes,horse,317,rat,322,snake,334
